song_title,artist,section,lyrics,album
Turbulent,Waterparks,Verse 1,You had your own Pete Wentz and Patrick combined,FANDOM
Turbulent,Waterparks,Verse 1,Writing you songs and singing them all like,FANDOM
Turbulent,Waterparks,Verse 1,Every single day,FANDOM
Turbulent,Waterparks,Verse 1,Tour brings that special pain,FANDOM
Turbulent,Waterparks,Pre-Chorus,So fuck yourself and fuck your feelings,FANDOM
Turbulent,Waterparks,Pre-Chorus,"I believe, but not in you and me, so",FANDOM
Turbulent,Waterparks,Pre-Chorus,So fuck yourself and fuck your feelings,FANDOM
Turbulent,Waterparks,Pre-Chorus,"I believe, but not in you and me, so",FANDOM
Turbulent,Waterparks,Chorus,"I'd unfuck you if I could, ooh, ooh, ooh",FANDOM
Turbulent,Waterparks,Chorus,I'd unlove you like I should have,FANDOM
Turbulent,Waterparks,Chorus,Months before I did,FANDOM
Turbulent,Waterparks,Chorus,In the months before I split,FANDOM
Turbulent,Waterparks,Chorus,"It's turbulent, turbulent",FANDOM
Turbulent,Waterparks,Chorus,"I'd unfuck you if I could, ooh, ooh, ooh",FANDOM
Turbulent,Waterparks,Chorus,I'd unlove you like I should have,FANDOM
Turbulent,Waterparks,Chorus,Months before I did,FANDOM
Turbulent,Waterparks,Chorus,In the months before I split,FANDOM
Turbulent,Waterparks,Chorus,"It's turbulent, turbulent",FANDOM
Turbulent,Waterparks,Verse 2,You had your own Awsten Knight (Hi),FANDOM
Turbulent,Waterparks,Verse 2,"He texted back fast, and he made you laugh, yeah, yeah",FANDOM
Turbulent,Waterparks,Verse 2,You must be out of your mind,FANDOM
Turbulent,Waterparks,Verse 2,"Well, I know you are",FANDOM
Turbulent,Waterparks,Verse 2,"Let's see, where to start?",FANDOM
Turbulent,Waterparks,Verse 2,How about the messages that you still send?,FANDOM
Turbulent,Waterparks,Verse 2,Even though I blocked your number,FANDOM
Turbulent,Waterparks,Verse 2,And I never fucking answer,FANDOM
Turbulent,Waterparks,Verse 2,My anxiety was turbulent and permanent,FANDOM
Turbulent,Waterparks,Verse 2,You gave me hell on Earth,FANDOM
Turbulent,Waterparks,Verse 2,And said to work with it,FANDOM
Turbulent,Waterparks,Pre-Chorus,So fuck yourself and fuck your feelings,FANDOM
Turbulent,Waterparks,Pre-Chorus,"I believe, but not in you and me, so",FANDOM
Turbulent,Waterparks,Pre-Chorus,So fuck yourself and fuck your feelings,FANDOM
Turbulent,Waterparks,Pre-Chorus,"I believe, but not in you and me, so",FANDOM
Turbulent,Waterparks,Chorus,"I'd unfuck you if I could, ooh, ooh, ooh",FANDOM
Turbulent,Waterparks,Chorus,I'd unlove you like I should have,FANDOM
Turbulent,Waterparks,Chorus,Months before I did,FANDOM
Turbulent,Waterparks,Chorus,In the months before I split,FANDOM
Turbulent,Waterparks,Chorus,"It's turbulent, turbulent",FANDOM
Turbulent,Waterparks,Chorus,"I'd unfuck you if I could, ooh, ooh, ooh",FANDOM
Turbulent,Waterparks,Chorus,I'd unlove you like I should have,FANDOM
Turbulent,Waterparks,Chorus,Months before I did,FANDOM
Turbulent,Waterparks,Chorus,In the months before I split,FANDOM
Turbulent,Waterparks,Chorus,"It's turbulent, turbulent",FANDOM
Turbulent,Waterparks,Outro,You had a taste of the life,FANDOM
Turbulent,Waterparks,Outro,But you grew complacent,FANDOM
Turbulent,Waterparks,Outro,And my sanity laced itself,FANDOM
Turbulent,Waterparks,Outro,Up in the back of your mind,FANDOM
Turbulent,Waterparks,Outro,And that's where you left me to die,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 1,"I'm sick of all this, ""How'd you get your band name?""",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 1,"""Is that your real first name?""",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 1,"""Can you text and can you follow back 'cause it's my birthday?""",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 1,"No one cares what I want, just what I've got",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 1,"And if we sit and count it up, it's really not a lot",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,So when are you gonna sing for me?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,When are you gonna drink for me?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,"I don't know, I don't know",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,So when are you gonna sing for me?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,Ruinin' me completely,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,"It's true, ooh, ooh",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,I miss having sex but at least I don't wanna die anymore,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,And I think that's pretty cool,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,"I miss seeing the red on your face when I made you blush, hey",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,My hobbies include,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,Pushing away these girls that maybe really like me,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,Cutting people off because I don't trust exciting,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,But what the fuck have I done?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,I'm not even an icon,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,But I still get death threats often,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Verse 2,So their meaning starts to soften,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,When are you gonna sing for me?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,When are you gonna drink for me?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,"I don't know, I don't know",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,So when are you gonna sing for me?,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,Ruinin' me completely,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Pre-Chorus,"It's true, ooh, ooh",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,I miss having sex but at least I don't wanna die anymore,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,And I think that's pretty cool,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,"I miss seeing the red on your face when I made you blush, hey",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,I miss having sex but at least I don't wanna die anymore,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,And I think that's pretty cool,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,I miss seeing the red on your face when I made you blush,FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Chorus,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
I Miss Having Sex But at Least I Don't Wanna Die Anymore,Waterparks,Outro,"But I think it's fine, it's cool",FANDOM
Stupid for You,Waterparks,Chorus,"Hey, tell me what you want me to say",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, can you come-a come out and play?",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Verse 1,I'm color-coding my moods,Double Dare
Stupid for You,Waterparks,Verse 1,"You're yellow, I'm natural blue",Double Dare
Stupid for You,Waterparks,Verse 1,Let's get together and be green like my insides,Double Dare
Stupid for You,Waterparks,Verse 1,At least I'll match your eyes,Double Dare
Stupid for You,Waterparks,Verse 1,Jealous and hypnotized,Double Dare
Stupid for You,Waterparks,Verse 1,Let's match our faces and be equally in love,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, tell me what you want me to say",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, can you come and come out and play?",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Verse 2,Let's trash our whole afternoon,Double Dare
Stupid for You,Waterparks,Verse 2,Reciting recycled news,Double Dare
Stupid for You,Waterparks,Verse 2,Until we melt and go back to your hotel room,Double Dare
Stupid for You,Waterparks,Verse 2,I'll be your new favorite tune,Double Dare
Stupid for You,Waterparks,Verse 2,I'll be your black cloud by June,Double Dare
Stupid for You,Waterparks,Verse 2,But only when you miss the rain like I miss you,Double Dare
Stupid for You,Waterparks,Bridge,Just double dare me,Double Dare
Stupid for You,Waterparks,Bridge,And I promise now that I'll stay,Double Dare
Stupid for You,Waterparks,Bridge,It's not like you're married but I still got carried away,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, tell me what you want me to say",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, can you come and come out and play?",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Chorus 2,You're playing ring around my head,Double Dare
Stupid for You,Waterparks,Chorus 2,I wear you like a halo,Double Dare
Stupid for You,Waterparks,Chorus 2,"You're a symphony, I'm just a sour note",Double Dare
Stupid for You,Waterparks,Chorus 2,I'll take what I can get,Double Dare
Stupid for You,Waterparks,Chorus 2,The best is hard to grip when everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,You're playing ring around my head,Double Dare
Stupid for You,Waterparks,Chorus 2,I wear you like a halo,Double Dare
Stupid for You,Waterparks,Chorus 2,"You're a symphony, I'm just a sour note",Double Dare
Stupid for You,Waterparks,Chorus 2,I'll take what I can get,Double Dare
Stupid for You,Waterparks,Chorus 2,The best is hard to grip when everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, tell me that you want me to stay",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Chorus,"Hey, can you come-a come out and play",Double Dare
Stupid for You,Waterparks,Chorus,You know I'm stupid for you,Double Dare
Stupid for You,Waterparks,Chorus 2,You're playing ring around my head,Double Dare
Stupid for You,Waterparks,Chorus 2,I wear you like a halo,Double Dare
Stupid for You,Waterparks,Chorus 2,"You're a symphony, I'm just a sour note",Double Dare
Stupid for You,Waterparks,Chorus 2,I'll take what I can get,Double Dare
Stupid for You,Waterparks,Chorus 2,The best is hard to grip when everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
Stupid for You,Waterparks,Chorus 2,And everybody wants you,Double Dare
TANTRUM,Waterparks,Intro,Fuck these fuckboy bands that can't think for themselves,Entertainment
TANTRUM,Waterparks,Intro,"Let's put away our black clothes and start cutting up our voices. That's what's cool now, right?",Entertainment
TANTRUM,Waterparks,Verse 1,If I wasn't thin and white with blue hair would I be here?,Entertainment
TANTRUM,Waterparks,Verse 1,Maybe if I kill myself you'll know I'm sincere,Entertainment
TANTRUM,Waterparks,Verse 1,I'll shave my blue hair,Entertainment
TANTRUM,Waterparks,Verse 1,Burn the rest of two dares,Entertainment
TANTRUM,Waterparks,Verse 1,Drop from 'parks,Entertainment
TANTRUM,Waterparks,Verse 1,"Like ""fuck it, who cares?""",Entertainment
TANTRUM,Waterparks,Verse 1,But I'll tell you:,Entertainment
TANTRUM,Waterparks,Pre-Chorus 1,I resent the party scene,Entertainment
TANTRUM,Waterparks,Pre-Chorus 1,With a part of me that's hard to see,Entertainment
TANTRUM,Waterparks,Pre-Chorus 1,It's turned my starry friends,Entertainment
TANTRUM,Waterparks,Pre-Chorus 1,To uninspired's lacking symmetry,Entertainment
TANTRUM,Waterparks,Chorus,"Hey, look what you've done now",Entertainment
TANTRUM,Waterparks,Chorus,I'm fucked and hope you're proud,Entertainment
TANTRUM,Waterparks,Chorus,"While you follow around, around round round round",Entertainment
TANTRUM,Waterparks,Chorus,"Hey, look what you've done now",Entertainment
TANTRUM,Waterparks,Chorus,I'm fucked and hope you're proud,Entertainment
TANTRUM,Waterparks,Chorus,"While you follow around, around round round round",Entertainment
TANTRUM,Waterparks,Chorus,"You might also likeSo, excuse my tantrum",Entertainment
TANTRUM,Waterparks,Chorus,Can't you see I've got my hands full?,Entertainment
TANTRUM,Waterparks,Verse 2,I'm getting texts from idols I've looked up to since 15,Entertainment
TANTRUM,Waterparks,Verse 2,But now people use my friends to try to get to me (Fuck you),Entertainment
TANTRUM,Waterparks,Verse 2,"But we don't know you, you don't know we",Entertainment
TANTRUM,Waterparks,Verse 2,We're freaked out and fragile,Entertainment
TANTRUM,Waterparks,Verse 2,It's become more than a hassle,Entertainment
TANTRUM,Waterparks,Verse 2,But I'll tell you:,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,I resent the party scene,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,With a part of me that's hard to see,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,It's turned my starry friends,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,To uninspired's lacking symmetry,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,I resent the party scene,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,With a part of me that's hard to see,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,It's turned my starry friends,Entertainment
TANTRUM,Waterparks,Pre-Chorus 2,To uninspired's lacking symmetry,Entertainment
TANTRUM,Waterparks,Chorus,"Hey, look what you've done now",Entertainment
TANTRUM,Waterparks,Chorus,I'm fucked and hope you're proud,Entertainment
TANTRUM,Waterparks,Chorus,"While you follow around, around round round round",Entertainment
TANTRUM,Waterparks,Chorus,"Hey, look what you've done now",Entertainment
TANTRUM,Waterparks,Chorus,I'm fucked and hope you're proud,Entertainment
TANTRUM,Waterparks,Chorus,"While you follow around, around round round round",Entertainment
TANTRUM,Waterparks,Bridge,Loud gets lonely,Entertainment
TANTRUM,Waterparks,Bridge,Loud gets lonely,Entertainment
TANTRUM,Waterparks,Bridge,Loud gets lonely,Entertainment
TANTRUM,Waterparks,Bridge,But I've just got a couple more things to say really quick,Entertainment
TANTRUM,Waterparks,Bridge,To a certain married mister,Entertainment
TANTRUM,Waterparks,Bridge,That tried to move on my missus (Cam),Entertainment
TANTRUM,Waterparks,Bridge,Try to come around again,Entertainment
TANTRUM,Waterparks,Bridge,You'll catch some swings and no misses,Entertainment
TANTRUM,Waterparks,Bridge,And to the rest,Entertainment
TANTRUM,Waterparks,Bridge,I'll keep them nameless,Entertainment
TANTRUM,Waterparks,Bridge,"-Nah fuck it, here we go:",Entertainment
TANTRUM,Waterparks,Bridge,It's Richard and Clayton,Entertainment
TANTRUM,Waterparks,Bridge,"And John-shit Will, yeah, y'all made it",Entertainment
TANTRUM,Waterparks,Bridge,And if I see you in person,Entertainment
TANTRUM,Waterparks,Bridge,I'm taking teeth,Entertainment
TANTRUM,Waterparks,Bridge,"Trust, you've earned this",Entertainment
TANTRUM,Waterparks,Outro,"Thank you for coming by, today was a really good day",Entertainment
21 Questions,Waterparks,Verse 1,I wish there was a situation to be mad at,Double Dare
21 Questions,Waterparks,Verse 1,Or a person I could blame,Double Dare
21 Questions,Waterparks,Verse 1,"I've got a loud mouth, I'm pale with a ghost obsession",Double Dare
21 Questions,Waterparks,Verse 1,But behind the scenes with her I'm playing 21 Questions,Double Dare
21 Questions,Waterparks,Verse 1,There's gotta be a reason,Double Dare
21 Questions,Waterparks,Verse 1,You keep your guy in hiding,Double Dare
21 Questions,Waterparks,Verse 1,I'm becoming what I've hated,Double Dare
21 Questions,Waterparks,Verse 1,But your talk is so inviting,Double Dare
21 Questions,Waterparks,Pre-Chorus,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus,You drop your guy and take me on,Double Dare
21 Questions,Waterparks,Pre-Chorus,It's everything I wanted,Double Dare
21 Questions,Waterparks,Pre-Chorus,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus,Would you get tired of my time?,Double Dare
21 Questions,Waterparks,Chorus,My mood's dictated by our conversations,Double Dare
21 Questions,Waterparks,Chorus,And if you don't text I get too frustrated,Double Dare
21 Questions,Waterparks,Chorus,"I want you all to myself this time, t-t-time",Double Dare
21 Questions,Waterparks,Chorus,Conflicted looks good on me,Double Dare
21 Questions,Waterparks,Chorus,I'm trying desperately,Double Dare
21 Questions,Waterparks,Chorus,"Want you all to myself this time, t-t-time",Double Dare
21 Questions,Waterparks,Verse 2,I never have to,Double Dare
21 Questions,Waterparks,Verse 2,Carefully shape sentences,Double Dare
21 Questions,Waterparks,Verse 2,When I've got some words to say,Double Dare
21 Questions,Waterparks,Verse 2,They're falling from my mouth from the time,Double Dare
21 Questions,Waterparks,Verse 2,That they hit my brain,Double Dare
21 Questions,Waterparks,Verse 2,Cause we built a picture made for frames,Double Dare
21 Questions,Waterparks,Verse 2,We live in chemistry away from all the wasted time and taste,Double Dare
21 Questions,Waterparks,Pre-Chorus,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus,You dropped your guy and took me on,Double Dare
21 Questions,Waterparks,Pre-Chorus,It's everything I wanted,Double Dare
21 Questions,Waterparks,Pre-Chorus,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus,Would you get tired of my time?,Double Dare
21 Questions,Waterparks,Chorus,My mood's dictated by our conversations,Double Dare
21 Questions,Waterparks,Chorus,And if you don't text I get too frustrated,Double Dare
21 Questions,Waterparks,Chorus,"I want you all to myself this time, t-t-time",Double Dare
21 Questions,Waterparks,Chorus,Conflicted looks good on me,Double Dare
21 Questions,Waterparks,Chorus,I'm trying desperately,Double Dare
21 Questions,Waterparks,Chorus,"Want you all to myself this time, t-t-time",Double Dare
21 Questions,Waterparks,Bridge,We built a picture made for frames,Double Dare
21 Questions,Waterparks,Bridge,We live in chemistry away from all the wasted time and taste,Double Dare
21 Questions,Waterparks,Bridge,And it sucks to sleep,Double Dare
21 Questions,Waterparks,Bridge,Cause you aren't talking to me,Double Dare
21 Questions,Waterparks,Bridge,I wanna give you space,Double Dare
21 Questions,Waterparks,Bridge,But the amount between us is wrecking me,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,You dropped your guy and took me on,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,It's everything I wanted,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Would you get tired of my time?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Cause then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,You dropped your guy and took me on,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,It's everything I wanted,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Would you get tired of my time?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Cause then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,You dropped your guy and took me on,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,It's everything I wanted,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Am I in his position now?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Cause then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,You dropped your guy and took me on,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,It's everything I wanted,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,But then what?,Double Dare
21 Questions,Waterparks,Pre-Chorus 3,Would you get tired of my time?,Double Dare
21 Questions,Waterparks,Chorus,My mood's dictated by our conversations,Double Dare
21 Questions,Waterparks,Chorus,And if you don't text I get too frustrated,Double Dare
21 Questions,Waterparks,Chorus,"I want you all to myself this time, t-t-time",Double Dare
21 Questions,Waterparks,Chorus,Conflicted looks good on me,Double Dare
21 Questions,Waterparks,Chorus,I'm trying desperately,Double Dare
21 Questions,Waterparks,Chorus,"Want you all to myself this time, t-t-time",Double Dare
21 Questions,Waterparks,Outro,I'll forget you if you need me to,Double Dare
21 Questions,Waterparks,Outro,Like nothing ever happened,Double Dare
21 Questions,Waterparks,Outro,My sun still sets without you,Double Dare
21 Questions,Waterparks,Outro,Like nothing ever happened,Double Dare
Blonde,Waterparks,Intro Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Intro Chorus,I think the blondes are done with fun,Entertainment
Blonde,Waterparks,Intro Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Intro Chorus,"I think the blondes are done, we're all too cool for fun",Entertainment
Blonde,Waterparks,Verse 1,I go blonde when I'm sad,Entertainment
Blonde,Waterparks,Verse 1,Blew motivation I had,Entertainment
Blonde,Waterparks,Verse 1,To make my still-beating something,Entertainment
Blonde,Waterparks,Verse 1,Not hurt that bad,Entertainment
Blonde,Waterparks,Verse 1,Haven't been home in some months,Entertainment
Blonde,Waterparks,Verse 1,I haven't loved myself,Entertainment
Blonde,Waterparks,Verse 1,Just watching friends online,Entertainment
Blonde,Waterparks,Verse 1,Look like they need some help,Entertainment
Blonde,Waterparks,Pre-Chorus,I never wanted to be thinking this loud,Entertainment
Blonde,Waterparks,Pre-Chorus,"I never asked about the when, why or how",Entertainment
Blonde,Waterparks,Pre-Chorus,"I wanted privacy, routine and everything between",Entertainment
Blonde,Waterparks,Pre-Chorus,While they're just finding me out,Entertainment
Blonde,Waterparks,Pre-Chorus,I never wanted to be thinking this loud,Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done with fun,Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,We're all too cool for fun,Entertainment
Blonde,Waterparks,Chorus,No plastic or paper can take her or make her,Entertainment
Blonde,Waterparks,Chorus,Shake from the fact she's my world devastator,Entertainment
Blonde,Waterparks,Chorus,You...,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,We're all too cool for fun,Entertainment
Blonde,Waterparks,Verse 2,I go blue when I've had,Entertainment
Blonde,Waterparks,Verse 2,A break at home to breathe,Entertainment
Blonde,Waterparks,Verse 2,"I used to, to crave a getaway",Entertainment
Blonde,Waterparks,Verse 2,Now I don't wanna leave,Entertainment
Blonde,Waterparks,Verse 2,I was stuck at home for some months,Entertainment
Blonde,Waterparks,Verse 2,I didn't love myself,Entertainment
Blonde,Waterparks,Verse 2,Before we sold out shows,Entertainment
Blonde,Waterparks,Verse 2,Before I needed help,Entertainment
Blonde,Waterparks,Pre-Chorus,I never wanted to be thinking this loud,Entertainment
Blonde,Waterparks,Pre-Chorus,"I never asked about the when, why or how",Entertainment
Blonde,Waterparks,Pre-Chorus,"I wanted privacy, routine and everything between",Entertainment
Blonde,Waterparks,Pre-Chorus,While they're just finding me out,Entertainment
Blonde,Waterparks,Pre-Chorus,I never wanted to be thinking this loud,Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done with fun,Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,We're all too cool for fun,Entertainment
Blonde,Waterparks,Chorus,No plastic or paper can take her or make her,Entertainment
Blonde,Waterparks,Chorus,Shake from the fact she's my world devastator,Entertainment
Blonde,Waterparks,Chorus,You...,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,We're all too cool for fun,Entertainment
Blonde,Waterparks,Bridge,I'm falling from my couch across these states for you,Entertainment
Blonde,Waterparks,Bridge,"I feel trapped in contracts, I'm depressed, tied in gift wrap",Entertainment
Blonde,Waterparks,Bridge,I'm seconds from bottles when these seconds feel awful now,Entertainment
Blonde,Waterparks,Bridge,But I don't for you (you),Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,(We're all too cool for fun),Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done with fun,Entertainment
Blonde,Waterparks,Chorus,At least it's all about you,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,We're all too cool for fun,Entertainment
Blonde,Waterparks,Chorus,No plastic or paper can take her or make her,Entertainment
Blonde,Waterparks,Chorus,Shake from the fact she's my world devastator,Entertainment
Blonde,Waterparks,Chorus,You...,Entertainment
Blonde,Waterparks,Chorus,I think the blondes are done,Entertainment
Blonde,Waterparks,Chorus,We're all too cool for fun,Entertainment
Lucky People,Waterparks,Verse 1,Light us up until we pop,Entertainment
Lucky People,Waterparks,Verse 1,I wanna burn bright 'til we're not,Entertainment
Lucky People,Waterparks,Verse 1,Let's keep each other safe from the world,Entertainment
Lucky People,Waterparks,Verse 1,I'll be your optimistic black hole,Entertainment
Lucky People,Waterparks,Verse 1,Full of love I can't control,Entertainment
Lucky People,Waterparks,Verse 1,Let's keep each other safe from the world,Entertainment
Lucky People,Waterparks,Verse 1,From the world,Entertainment
Lucky People,Waterparks,Chorus,"Happy birthday, Merry Christmas",Entertainment
Lucky People,Waterparks,Chorus,To the one I call my missus,Entertainment
Lucky People,Waterparks,Chorus,I'm leaving you love notes in the kitchen that say it all,Entertainment
Lucky People,Waterparks,Chorus,I know you said to mind my business,Entertainment
Lucky People,Waterparks,Chorus,But Cupid sent me on a mission,Entertainment
Lucky People,Waterparks,Chorus,"That's got me sitting, wishing, waiting for your call",Entertainment
