song_title,artist,section,lyrics,album
Lowkey as Hell,Waterparks,Verse 1,"They say it's not true, and they hope I'm alright",Greatest Hits
Lowkey as Hell,Waterparks,Verse 1,But their eyes probably rolled at the first line (Fuck 'em),Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,"I like cool shirts, I like cold rings",Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,"I want a big house, but I'm hiding",Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,I think I'm halfway there but my heart feels off so,Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,What's the point of being great if I'm great and alone?,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,If you need me now,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,I'll be there somehow,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,"I'll pick you up, we can ride",Greatest Hits
Lowkey as Hell,Waterparks,Chorus,I'll fly away like I bought my own airline,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,"I'll take you with me, we can ride",Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,I'll probably die in my apartment I couldn't afford last year,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,"(Yeah, come on)",Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,My Drake problems sound thoughtless,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,But it's all brand new and I promise I'm being really honest,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,When I'm getting up the guts to say that,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,I haven't had a day off since my blue hair,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,And I combat how the pressure feels,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,I should call my parents more just to say that I'ma be okay,Greatest Hits
Lowkey as Hell,Waterparks,Verse 2,So they don't worry every day,Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,"I like cool shirts, I like cold rings",Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,"I want a big house, but I'm hiding",Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,I want a brain that doesn't hate me,Greatest Hits
Lowkey as Hell,Waterparks,Pre-Chorus,I wanna see my stupid fucking friends daily,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,If you need me now,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,I'll be there somehow,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,"I'll pick you up, we can ride",Greatest Hits
Lowkey as Hell,Waterparks,Chorus,I'll fly away like I bought my own airline,Greatest Hits
Lowkey as Hell,Waterparks,Chorus,"I'll take you with me, we can ride",Greatest Hits
Lowkey as Hell,Waterparks,Bridge,I'm highkey and lowkey as hell,Greatest Hits
Lowkey as Hell,Waterparks,Bridge,"You diva, I just wanna see ya",Greatest Hits
Lowkey as Hell,Waterparks,Bridge,I'm highkey and lowkey as hell,Greatest Hits
Lowkey as Hell,Waterparks,Bridge,"You sweetheart, don't wanna be apart",Greatest Hits
Lowkey as Hell,Waterparks,Outro,I'm highkey and lowkey as hell,Greatest Hits
Lowkey as Hell,Waterparks,Outro,"You diva, I just wanna see ya",Greatest Hits
Lowkey as Hell,Waterparks,Outro,I'm highkey and lowkey as hell,Greatest Hits
Lowkey as Hell,Waterparks,Outro,"You sweetheart, don't wanna be apart",Greatest Hits
Rare,Waterparks,Verse 1,I save my metaphors for rainy days,Entertainment
Rare,Waterparks,Verse 1,"When I'm too phased, but that's not here or there so I'll give you the phrase that pays",Entertainment
Rare,Waterparks,Verse 1,"Cause we're not seventeen, but you're my teenage dream",Entertainment
Rare,Waterparks,Verse 1,If there's a chance we'll sink then I don't even wanna try,Entertainment
Rare,Waterparks,Verse 1,To sleep or dream,Entertainment
Rare,Waterparks,Verse 1,To sleep or dream,Entertainment
Rare,Waterparks,Chorus,I just hope it's nicer where you are,Entertainment
Rare,Waterparks,Chorus,Cause I only want to lift you up,Entertainment
Rare,Waterparks,Chorus,I guess I never really said enough,Entertainment
Rare,Waterparks,Chorus,For you to hear me where you are,Entertainment
Rare,Waterparks,Chorus,Cause I only want to lift you up,Entertainment
Rare,Waterparks,Chorus,I guess I never really said enough,Entertainment
Rare,Waterparks,Chorus,So let me tell you now,Entertainment
Rare,Waterparks,Chorus,"My tired thoughts don't take vacations, oh no",Entertainment
Rare,Waterparks,Chorus,"You float up in conversations, oh no",Entertainment
Rare,Waterparks,Chorus,"You're my final destination, I know",Entertainment
Rare,Waterparks,Chorus,You're probably fine there,Entertainment
Rare,Waterparks,Chorus,Just know I think you're rare,Entertainment
Rare,Waterparks,Chorus,(Just know I think you're rare,Entertainment
Rare,Waterparks,Chorus,Just know I think you're-),Entertainment
Rare,Waterparks,Verse 2,Let's make some plans for time to waste,Entertainment
Rare,Waterparks,Verse 2,"Your Cali gaze has stuck me spinning, dripping sweetness hidden in my face",Entertainment
Rare,Waterparks,Verse 2,"Cause we're not seventeen, but you're my teenage dream",Entertainment
Rare,Waterparks,Verse 2,If there's a chance we'll sink then I don't even wanna try,Entertainment
Rare,Waterparks,Verse 2,To sleep or dream,Entertainment
Rare,Waterparks,Verse 2,To sleep or dream,Entertainment
Rare,Waterparks,Chorus,I just hope it's nicer where you are,Entertainment
Rare,Waterparks,Chorus,Cause I only want to lift you up,Entertainment
Rare,Waterparks,Chorus,I guess I never really said enough,Entertainment
Rare,Waterparks,Chorus,For you to hear me where you are,Entertainment
Rare,Waterparks,Chorus,Cause I only want to lift you up,Entertainment
Rare,Waterparks,Chorus,I guess I never really said enough,Entertainment
Rare,Waterparks,Chorus,So let me tell you now,Entertainment
Rare,Waterparks,Chorus,"My tired thoughts don't take vacations, oh no",Entertainment
Rare,Waterparks,Chorus,"You float up in conversations, oh no",Entertainment
Rare,Waterparks,Chorus,"You're my final destination, I know",Entertainment
Rare,Waterparks,Chorus,You're probably fine there,Entertainment
Rare,Waterparks,Chorus,Just know I think you're rare,Entertainment
Rare,Waterparks,Bridge,You know I think you're rare,Entertainment
Rare,Waterparks,Bridge,I wasn't prepared,Entertainment
Rare,Waterparks,Bridge,I’ve got to say,Entertainment
Rare,Waterparks,Bridge,I think it's weird I need your love,Entertainment
Rare,Waterparks,Bridge,I’ve clocked 300 ways,Entertainment
Rare,Waterparks,Bridge,You know I think you're rare,Entertainment
Rare,Waterparks,Bridge,I wasn't prepared,Entertainment
Rare,Waterparks,Bridge,And now my stomach's cold,Entertainment
Rare,Waterparks,Chorus,And I hope it's nicer where you are,Entertainment
Rare,Waterparks,Chorus,Cause I only want to lift you up,Entertainment
Rare,Waterparks,Chorus,I guess I never really said enough,Entertainment
Rare,Waterparks,Chorus,For you to hear me where you are,Entertainment
Rare,Waterparks,Chorus,Cause I only want to lift you up,Entertainment
Rare,Waterparks,Chorus,I guess I never really said enough,Entertainment
Rare,Waterparks,Chorus,So let me tell you now,Entertainment
Rare,Waterparks,Chorus,"My tired thoughts don't take vacations, oh no",Entertainment
Rare,Waterparks,Chorus,"You float up in conversations, oh no",Entertainment
Rare,Waterparks,Chorus,"You're my final destination, I know",Entertainment
Rare,Waterparks,Chorus,You're probably fine there,Entertainment
Rare,Waterparks,Chorus,Just know I think you're rare,Entertainment
Rare,Waterparks,Chorus,(Just know I think you're rare),Entertainment
Telephone,Waterparks,Verse 1,I'd like to know your middle name,FANDOM
Telephone,Waterparks,Verse 1,Let's talk about your parents and your future dreams,FANDOM
Telephone,Waterparks,Verse 1,I'm interested but distant to a fault,FANDOM
Telephone,Waterparks,Verse 1,And I'd never want to complicate your heart,FANDOM
Telephone,Waterparks,Pre-Chorus,I've gotta let you know,FANDOM
Telephone,Waterparks,Pre-Chorus,That I think that I love you so,FANDOM
Telephone,Waterparks,Pre-Chorus,You could be my only one,FANDOM
Telephone,Waterparks,Pre-Chorus,Cause I think that I love you so,FANDOM
Telephone,Waterparks,Chorus,I know we only just met,FANDOM
Telephone,Waterparks,Chorus,So why do I feel invested?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,I can be your best yet,FANDOM
Telephone,Waterparks,Chorus,Future favorite regret,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Post-Chorus,So I'll just tell my telephone,FANDOM
Telephone,Waterparks,Post-Chorus,All of the above when I'm alone,FANDOM
Telephone,Waterparks,Verse 2,"I talk a lot, but we could fill your frames",FANDOM
Telephone,Waterparks,Verse 2,With pictures of our faces 'til we share a name,FANDOM
Telephone,Waterparks,Verse 2,I'm living on a target and you shot it with an arrow,FANDOM
Telephone,Waterparks,Verse 2,"Now I lost my self-control, I can't stop thinking",FANDOM
Telephone,Waterparks,Verse 2,And I'm thinking that I lost it,FANDOM
Telephone,Waterparks,Verse 2,All these aisles feel like miles,FANDOM
Telephone,Waterparks,Verse 2,"Where you go, I'll follow",FANDOM
Telephone,Waterparks,Chorus,I know we only just met,FANDOM
Telephone,Waterparks,Chorus,So why do I feel invested?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,I can be your best yet,FANDOM
Telephone,Waterparks,Chorus,Future favorite regret,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Post-Chorus,So I'll just tell my telephone,FANDOM
Telephone,Waterparks,Post-Chorus,All of the above when I'm alone,FANDOM
Telephone,Waterparks,Bridge,(I've gotta let you know),FANDOM
Telephone,Waterparks,Bridge,(That I think that I love you so),FANDOM
Telephone,Waterparks,Bridge,(You could be my only one),FANDOM
Telephone,Waterparks,Bridge,('Cause I think that I love you so),FANDOM
Telephone,Waterparks,Bridge,I've gotta let you know,FANDOM
Telephone,Waterparks,Bridge,That I think that I love you so,FANDOM
Telephone,Waterparks,Bridge,You could be my only one,FANDOM
Telephone,Waterparks,Bridge,I’ve gotta let you know,FANDOM
Telephone,Waterparks,Chorus,I know we only just met,FANDOM
Telephone,Waterparks,Chorus,So why do I feel invested?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,I can be your best yet,FANDOM
Telephone,Waterparks,Chorus,Future favorite regret,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Chorus,Do you feel it too?,FANDOM
Telephone,Waterparks,Post-Chorus,So I'll just tell my telephone,FANDOM
Telephone,Waterparks,Post-Chorus,All of the above when I'm alone,FANDOM
Telephone,Waterparks,Post-Chorus,So I'll just tell my telephone,FANDOM
Telephone,Waterparks,Post-Chorus,All of the above when I'm alone,FANDOM
Telephone,Waterparks,Outro,He's losing his mind,FANDOM
Telephone,Waterparks,Outro,And I'm reaping all the benefits,FANDOM
[Reboot],Waterparks,Reboot,Lyrics,FANDOM
[Reboot],Waterparks,Verse 1,"I used to want to save you, now I don't",FANDOM
[Reboot],Waterparks,Verse 1,I used to need your voice and now I need to sleep alone,FANDOM
[Reboot],Waterparks,Verse 1,You were supposed to be the first sigh,FANDOM
[Reboot],Waterparks,Verse 1,Worth all of the long nights,FANDOM
[Reboot],Waterparks,Verse 1,Turning on your high beams,FANDOM
[Reboot],Waterparks,Verse 1,Dying in the mood light,FANDOM
[Reboot],Waterparks,Pre-Chorus,I think I talk too much,FANDOM
[Reboot],Waterparks,Pre-Chorus,I try to walk it off,FANDOM
[Reboot],Waterparks,Pre-Chorus,But now you got your gloves,FANDOM
[Reboot],Waterparks,Pre-Chorus,And now you box me out,FANDOM
[Reboot],Waterparks,Pre-Chorus,I'm out the ring,FANDOM
[Reboot],Waterparks,Pre-Chorus,But the only ring I want,FANDOM
[Reboot],Waterparks,Pre-Chorus,Is the ring around your finger,FANDOM
[Reboot],Waterparks,Pre-Chorus,But your middle one's up,FANDOM
[Reboot],Waterparks,Pre-Chorus,"I've had enough, I try to brush it off",FANDOM
[Reboot],Waterparks,Pre-Chorus,Cause you're my confidante,FANDOM
[Reboot],Waterparks,Pre-Chorus,"So let's talk, share secrets",FANDOM
[Reboot],Waterparks,Pre-Chorus,"I've got some dirty laundry, can you keep it?",FANDOM
[Reboot],Waterparks,Chorus,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Chorus,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Chorus,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Chorus,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Chorus,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,(I never promised you your dream boy),FANDOM
[Reboot],Waterparks,Verse 2,You're not worth my color,FANDOM
[Reboot],Waterparks,Verse 2,You're not worth another,FANDOM
[Reboot],Waterparks,Verse 2,"Headache, you're dead weight",FANDOM
[Reboot],Waterparks,Verse 2,You're gonna be just like your mother,FANDOM
[Reboot],Waterparks,Verse 2,I tried to make life a movie,FANDOM
[Reboot],Waterparks,Verse 2,"Yeah, here, I got you a preview",FANDOM
[Reboot],Waterparks,Verse 2,I had 101 wishes,FANDOM
[Reboot],Waterparks,Verse 2,And lost them all on you,FANDOM
[Reboot],Waterparks,Pre-Chorus,I think I talk too much,FANDOM
[Reboot],Waterparks,Pre-Chorus,I try to walk it off,FANDOM
[Reboot],Waterparks,Pre-Chorus,But now you got your gloves,FANDOM
[Reboot],Waterparks,Pre-Chorus,And now you box me out,FANDOM
[Reboot],Waterparks,Pre-Chorus,I'm out the ring,FANDOM
[Reboot],Waterparks,Pre-Chorus,But the only ring I want,FANDOM
[Reboot],Waterparks,Pre-Chorus,Is the ring around your finger,FANDOM
[Reboot],Waterparks,Pre-Chorus,But your middle one's up,FANDOM
[Reboot],Waterparks,Pre-Chorus,"I've had enough, I try to brush it off",FANDOM
[Reboot],Waterparks,Pre-Chorus,Cause you're my confidante,FANDOM
[Reboot],Waterparks,Pre-Chorus,"So let's talk, share secrets",FANDOM
[Reboot],Waterparks,Pre-Chorus,"I've got some dirty laundry, can you keep it?",FANDOM
[Reboot],Waterparks,Chorus,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Chorus,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Chorus,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Chorus,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Chorus,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Bridge,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Bridge,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Bridge,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Bridge,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Bridge,"I've got some dirty laundry, can you keep it?",FANDOM
[Reboot],Waterparks,Chorus,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Chorus,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Chorus,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,I never promised you your dream boy,FANDOM
[Reboot],Waterparks,Chorus,I'm better as your chew toy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Chorus,"The heart I gave, it was a decoy",FANDOM
[Reboot],Waterparks,Chorus,I'm just here to destroy,FANDOM
[Reboot],Waterparks,Chorus,"Love, love, love",FANDOM
[Reboot],Waterparks,Outro,"I never promised you your dream boy, dream, dream boy",FANDOM
[Reboot],Waterparks,Outro,"Dream boy, dream boy",FANDOM
[Reboot],Waterparks,Outro,"Dream boy, dream boy, dream boy, dream boy, dream",FANDOM
War Crimes,Waterparks,Verse 1,Behind my forehead's an assortment,FANDOM
War Crimes,Waterparks,Verse 1,Of things I'd like to forget,FANDOM
War Crimes,Waterparks,Verse 1,(In my paradise),FANDOM
War Crimes,Waterparks,Verse 1,I wear a smile that's about a mile wide,FANDOM
War Crimes,Waterparks,Verse 1,I'd like to sport it,FANDOM
War Crimes,Waterparks,Verse 1,(In my paradise),FANDOM
War Crimes,Waterparks,Pre-Chorus,"It's my fault I miss my friends, I'm lonely every day",FANDOM
War Crimes,Waterparks,Pre-Chorus,Cause they all stayed in Texas when I moved away,FANDOM
War Crimes,Waterparks,Pre-Chorus,I'm learning bands I loved don't want the best for me,FANDOM
War Crimes,Waterparks,Pre-Chorus,Scared they're falling off and take it out on me,FANDOM
War Crimes,Waterparks,Verse 2,So I'll call Jawn and Zakk and Travis,FANDOM
War Crimes,Waterparks,Verse 2,Let's go do some bad shit (What the fuck are you talking about?),FANDOM
War Crimes,Waterparks,Verse 2,Do we even do bad shit? (In my paradise),FANDOM
War Crimes,Waterparks,Verse 2,I'm scared my songs will turn to static,FANDOM
War Crimes,Waterparks,Verse 2,Your knight in shining plastic,FANDOM
War Crimes,Waterparks,Verse 2,(In my paradise),FANDOM
War Crimes,Waterparks,Pre-Chorus,Now I'm turning off my headlights,FANDOM
War Crimes,Waterparks,Pre-Chorus,Think I'd rather stay blind,FANDOM
War Crimes,Waterparks,Pre-Chorus,I'm forgetting how to hate myself,FANDOM
War Crimes,Waterparks,Pre-Chorus,I saved my own life,FANDOM
War Crimes,Waterparks,Refrain,In my paradise,FANDOM
War Crimes,Waterparks,Refrain,In my paradise,FANDOM
War Crimes,Waterparks,Refrain,In my paradise,FANDOM
War Crimes,Waterparks,Refrain,"In my paradise, 'dise, 'dise, d'-d'-d'",FANDOM
War Crimes,Waterparks,Chorus,I play along,FANDOM
War Crimes,Waterparks,Chorus,"I love it all, love it all",FANDOM
War Crimes,Waterparks,Chorus,Give back my halo you stole,FANDOM
War Crimes,Waterparks,Chorus,It's silver and cold,FANDOM
War Crimes,Waterparks,Chorus,Give back my breath that you hold,FANDOM
War Crimes,Waterparks,Chorus,I wanna go home,FANDOM
War Crimes,Waterparks,Chorus,I love it all,FANDOM
War Crimes,Waterparks,Chorus,Just like I told you so,FANDOM
War Crimes,Waterparks,Verse 3,God's favorite fucking boy band,FANDOM
War Crimes,Waterparks,Verse 3,Pray to be important,FANDOM
War Crimes,Waterparks,Verse 3,In my paradise,FANDOM
War Crimes,Waterparks,Verse 3,My death will be the fandom,FANDOM
War Crimes,Waterparks,Verse 3,Just keep your fucking hands up,FANDOM
War Crimes,Waterparks,Verse 3,Tell me I look handsome,FANDOM
War Crimes,Waterparks,Verse 3,So get your coke off my bus,FANDOM
War Crimes,Waterparks,Verse 3,"Yeah, keep that shit to yourself",FANDOM
War Crimes,Waterparks,Verse 3,And keep yourself far away,FANDOM
War Crimes,Waterparks,Verse 3,Maybe stop hitting my cell,FANDOM
War Crimes,Waterparks,Verse 3,You know you could've been a classic,FANDOM
War Crimes,Waterparks,Verse 3,But now you'll never have shit,FANDOM
War Crimes,Waterparks,Verse 3,In my paradise,FANDOM
War Crimes,Waterparks,Chorus,I play alone,FANDOM
War Crimes,Waterparks,Chorus,I love it all (Love it all),FANDOM
War Crimes,Waterparks,Chorus,Give back my halo you stole,FANDOM
War Crimes,Waterparks,Chorus,It's silver and cold,FANDOM
War Crimes,Waterparks,Chorus,Give back my breath that you hold,FANDOM
War Crimes,Waterparks,Chorus,I wanna go home,FANDOM
War Crimes,Waterparks,Chorus,I love it all,FANDOM
War Crimes,Waterparks,Chorus,Just like I told you so,FANDOM
War Crimes,Waterparks,Chorus,Just like I told you so,FANDOM
War Crimes,Waterparks,Chorus,Just like I told you so,FANDOM
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 1,People treat me like I'm an asshole,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 1,"But I don't text when I drive, though (Nice)",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 1,"I can't say that they're all wrong, though",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 1,Cause I still use straws on the down-low (I'm sorry),Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,I learned to live with these eyes in my closet,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,Hands in my pockets,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,Alone but surrounded,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,"I'm breathing, I'm drowning",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,"I haven't slept in days, but who's counting?",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,Yeah,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd bе paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knеw,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,Might just rent a hotel room,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,Light a couple candles,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,"Find out that I'm canceled, shit",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,But I bought a bunch of candy,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,As much as they would give me at the CVS,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,My Plan B,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,I might just lose my shit hop off the balcony,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,Room 103,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,"Yeah, that's my purgatory",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,"Yeah, until I end it all (Shit)",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,"Whoops, I got a little dark",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 2,"Yeah, things get a little hard",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,When you've got eyes in my closet,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Pre-Chorus,Hands in my pockets,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 3,"Had to have a Britney moment, had to cut it off",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 3,"I got what I wanted, or at least I thought",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 3,"Yeah, I'm a little bit of a little bitch, so?",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 3,"I might turn around and say some stupid shit, no",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 3,"Had to have a Britney moment, and I cut it off",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Verse 3,Cut it off,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too (You'd be paranoid too),Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew (If everyone that you knew was out to get you),Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,You'd be paranoid too,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,If everyone you knew,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,Was out to get you,Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Chorus,(If everyone was out to get you),Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Outro,"Yeah, I'm a little bit of a little bitch, so? (So?)",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Outro,"I might turn around and say some stupid shit, no (So?)",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Outro,"Yeah, I'm a little bit of a little bitch, so?",Greatest Hits
You'd Be Paranoid Too (If Everyone Was Out to Get You),Waterparks,Outro,"I might turn around and say some stupid shit, no (Uh)",Greatest Hits
Dizzy,Waterparks,Verse 1,If I could I'd trade my heart for a second brain,Double Dare
Dizzy,Waterparks,Verse 1,I wish I was as brave as my last name suggests,Double Dare
